"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"고우나어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 대덕대로 415 107동 106호 (만년동, 상아아파트)",042-487-3503,,,,4,N,,2019-02-22
"고운맘어린이집",대전광역시,서구,가정,13,5,"대전광역시 서구 만년남로 8 108동 108호 (만년동, 상록수아파트)",042-484-0032,,,,4,N,,2019-02-22
"고은별어린이집",대전광역시,서구,가정,19,3,"대전광역시 서구 청사로 70 111동 106호 (월평동, 누리아파트)",042-369-0555,,,,4,N,,2019-02-22
"고은어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 갈마로 262 112동 102호 (내동, 맑은아침아파트)",042-533-8243,,,,4,Y,,2019-02-22
"곰곰이어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안동로 177 102동 104호 (도안동, 수목토아파트)",042-545-5577,,,,4,N,,2019-02-22
"곰돌이어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 둔산남로 30 102동 103호 (둔산동, 녹원아파트)",042-485-9120,,,,4,N,,2019-02-22
"곰비임비어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 가장로 107 205동 102호 (가장동, 삼성래미안아파트)",042-523-9171,,,,4,Y,,2019-02-22
"공작어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 문정로 131 3동 107호 (탄방동, 공작한양아파트)",042-472-9556,,,,4,N,,2019-02-22
"공하나공둘어린이집",대전광역시,서구,가정,20,4,"대전광역시 서구 신갈마로 46 102동 102호 (내동, 롯데아파트)",042-365-0102,,,,4,N,,2019-02-22
"관저어린이집",대전광역시,서구,국공립,84,16,대전광역시 서구 구봉로 13 (관저동),070-8765-9640,,,,11,N,,2019-02-22
"관저햇살어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저동로90번길 15 107동 101호 (관저동, 관저리슈빌아파트)",042-541-0515,,,,3,N,,2019-02-22
"구슬어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 가장로 106 110동 104호 (가장동, 삼성래미안아파트)",042-528-5252,,,,5,Y,,2019-02-22
"굿모닝어린이집",대전광역시,서구,가정,13,4,"대전광역시 서구 관저로 84 802동 104호 (관저동, 구봉마을8단지)",042-381-3456,,,,4,N,,2019-02-22
"그린나래어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안북로 125 102동 101호 (도안동, 예미지아파트)",042-824-9100,,,,4,N,,2019-02-22
"그림동화어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 갈마로 262 114동 103호 (내동, 맑은아침아파트)",042-382-8623,,,,4,Y,,2019-02-22
"금샘어린이집",대전광역시,서구,민간,49,9,대전광역시 서구 괴정로8번길 41 (괴정동),042-525-5235,,,,9,Y,,2019-02-22
"깨금발어린이집",대전광역시,서구,민간,99,12,대전광역시 서구 도솔로305번길 72 (괴정동),042-536-7756,,,,20,Y,,2019-02-22
"깨비나라어린이집",대전광역시,서구,가정,20,5,대전광역시 서구 계룡로342번길 22-7 (갈마동),042-524-8571,,,,5,N,,2019-02-22
"꼬마노벨어린이집",대전광역시,서구,가정,19,3,"대전광역시 서구 복수북로 42 302동 103호 (복수동, 삼익목화아파트)",042-586-0898,,,,4,N,,2019-02-22
"꼬마대장어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 청사로 282 10동 101호 (둔산동, 수정타운아파트)",042-484-7423,,,,4,N,,2019-02-22
"꼬마둥지어린이집",대전광역시,서구,가정,19,7,"대전광역시 서구 구봉로 419 101동 105호 (정림동, 강변들금성백조아파트)",042-581-5488,,,,4,Y,,2019-02-22
"꼬마랑어린이집",대전광역시,서구,가정,20,4,"대전광역시 서구 만년로 25 106동 101호 (만년동, 강변아파트)",042-488-1538,,,,4,N,,2019-02-22
"꼬마별어린이집",대전광역시,서구,가정,12,5,"대전광역시 서구 가수원로 5 502동 106호 (가수원동, 은아아파트)",042-542-7608,,,,4,N,,2019-02-22
"꼬마사랑어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 동서대로 967 2동 101호 (내동, 코오롱아파트)",042-527-0849,,,,4,N,,2019-02-22
"꼬마숲나라어린이집",대전광역시,서구,가정,16,4,"대전광역시 서구 청사로 253 202동 101호 (둔산동, 꿈나무아파트)",042-352-3737,,,,4,N,,2019-02-22
"꼬마예술어린이집",대전광역시,서구,가정,18,4,"대전광역시 서구 관저북로 87 103동 104호 (관저동, 원앙마을1단지아파트)",042-545-9327,,,,3,Y,,2019-02-22
"꼬마요정어린이집",대전광역시,서구,가정,16,4,"대전광역시 서구 관저동로90번길 47 1106동 102호 (관저동, 느리울마을아파트11단지)",042-385-7979,,,,4,Y,,2019-02-22
"꼬마정원어린이집",대전광역시,서구,민간,27,7,대전광역시 서구 관저로 184 느리울아파트12단지 관리동 (관저동),042-361-3379,,,,5,N,,2019-02-22
"꼬마천사어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 대덕대로 150 121동 105호 (갈마동, 큰마을아파트)",042-524-7004,,,,4,N,,2019-02-22
"꼬마친구어린이집",대전광역시,서구,가정,14,5,"대전광역시 서구 청사로 5 109동 105호 (월평동, 하나로아파트)",042-485-5183,,,,3,N,,2019-02-22
"꾸러기어린이집",대전광역시,서구,민간,88,16,대전광역시 서구 갈마로117번길 52 (갈마동),042-532-9223,,,,12,Y,,2019-02-22
"꿈나라어린이집",대전광역시,서구,가정,20,9,"대전광역시 서구 신갈마로 102 201동 106호 (갈마동, 갈마아파트)",042-521-1255,,,,6,Y,,2019-02-22
"꿈나래어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 대덕대로 150 116동 101호 (갈마동, 큰마을아파트)",042-533-7527,,,,4,N,,2019-02-22
"꿈나무어린이집",대전광역시,서구,가정,18,4,"대전광역시 서구 둔산북로 160 8동 101호 (둔산동, 한마루아파트)",042-483-0825,,,,5,N,,2019-02-22
"꿈동산어린이집",대전광역시,서구,민간,34,7,"대전광역시 서구 관저서로 20 관리사무소 1층 (관저동, 구봉마을9단지)",042-541-0017,,,,3,Y,,2019-02-22
"꿈사랑어린이집",대전광역시,서구,민간,47,9,"대전광역시 서구 관저로 84 관리소내 (관저동, 구봉마을 8-1단지)",042-542-2535,,,,6,Y,,2019-02-22
"꿈소담어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 청사서로 41 101동 101호 (월평동, 백합아파트)",042-365-5308,,,,4,N,,2019-02-22
"꿈어린이집",대전광역시,서구,가정,14,3,대전광역시 서구 도마로 88-1 (도마동),042-523-9665,,,,4,N,,2019-02-22
"꿈이있는아이어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 문정로90번길 60 105동 105호 (탄방동, 한우리아파트)",042-486-4799,,,,4,Y,,2019-02-22
"꿈이있는어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 가수원로 72 104동 101호 (가수원동, 은아아파트1단지)",042-541-6182,,,,4,Y,,2019-02-22
"꿈이큰어린이집",대전광역시,서구,가정,20,9,"대전광역시 서구 계룡로571번길 65 107동 102호 (탄방동, 산호아파트)",042-484-6222,,,,4,Y,,2019-02-22
"꿈터어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 청사로 65 108동 109호 (월평동, 황실타운아파트)",042-381-3690,,,,5,N,,2019-02-22
"나나어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 가수원로 72 105동 106호 (가수원동, 은아아파트1단지)",042-541-3888,,,,4,Y,,2019-02-22
"나래어린이집",대전광역시,서구,민간,61,11,"대전광역시 서구 관저로 48 (관저동, 구봉마을7단지)",042-542-7171,,,,8,Y,,2019-02-22
"나르매어린이집",대전광역시,서구,민간,27,6,"대전광역시 서구 가장로 107 관리사무소 1층 (가장동, 삼성래미안아파트)",042-538-8404,,,,4,N,,2019-02-22
"나무와숲어린이집",대전광역시,서구,민간,39,7,대전광역시 서구 제비네6길 70 (도마동),042-523-7089,,,,9,N,,2019-02-22
"나클래어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 복수동로 21-20 201동 105호 (복수동, 초록마을2단지아파트)",042-345-5325,,,,4,N,,2019-02-22
"내동어린이집",대전광역시,서구,민간,68,10,대전광역시 서구 도산로253번길 90 (내동),042-533-5258,,,,8,Y,,2019-02-22
"널싱맘어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 도안동로 77 1803동 103호 (도안동, 도안18단지 린풀하우스)",042-257-1530,,,,4,N,,2019-02-22
"네버랜드어린이집",대전광역시,서구,가정,18,6,"대전광역시 서구 청사로 70 108동 104호 (월평동, 누리아파트)",042-486-1868,,,,4,N,,2019-02-22
"누리어린이집",대전광역시,서구,가정,18,3,"대전광역시 서구 청사로 70 116동 108호 (월평동, 누리아파트)",042-487-0480,,,,3,N,,2019-02-22
"느리울어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저로 184 1209동 104호 (관저동, 느리울마을아파트12단지)",042-546-7942,,,,4,Y,,2019-02-22
"늘기쁜원앙어린이집",대전광역시,서구,민간,26,5,"대전광역시 서구 관저북로 14 (관저동, 원앙마을4단지아파트)",042-543-7942,,,,5,N,,2019-02-22
"늘사랑어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 대덕대로 150 125동 105호 (갈마동, 큰마을아파트)",042-527-7458,,,,4,Y,,2019-02-22
"늘햇살어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 유등로17번길 109 503동 106호 (복수동, 초록마을5단지아파트)",042-583-7896,,,,4,N,,2019-02-22
"다모아꼬마숲어린이집",대전광역시,서구,가정,18,3,"대전광역시 서구 월평동로 83 110동 109호 (월평동, 다모아아파트)",042-488-7887,,,,4,N,,2019-02-22
"다모아어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 월평동로 83 111동 102호 (월평동, 다모아아파트)",042-484-5765,,,,4,Y,,2019-02-22
"다솔어린이집",대전광역시,서구,가정,18,4,"대전광역시 서구 배재로 155-7 106동 103호 (도마동, 경남아파트2단지)",042-365-5633,,,,4,Y,,2019-02-22
"다솜어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 구봉산북로 165 316동 104호 (관저동, 다온숲아파트)",042-545-8982,,,,4,N,,2019-02-22
"다솜예능어린이집",대전광역시,서구,가정,20,4,대전광역시 서구 갈마로147번길 88 1층 (갈마동),042-526-5954,,,,4,Y,,2019-02-22
"다연어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안동로 77 1811동 102호 (도안동, 도안18단지 린 풀하우스)",042-345-0026,,,,4,N,,2019-02-22
"다예린어린이집",대전광역시,서구,민간,110,17,대전광역시 서구 도솔로 257-2 (내동),042-531-5757,,,,12,Y,,2019-02-22
"다온빛어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 가장로 107 205동 104호 (가장동, 삼성래미안아파트)",042-365-1232,,,,4,Y,,2019-02-22
"다온숲어린이집",대전광역시,서구,민간,85,14,대전광역시 서구 구봉산북로 165 다온숲아파트 3단지,042-543-0179,,,,11,N,,2019-02-22
"다운어린이집",대전광역시,서구,가정,14,2,"대전광역시 서구 만년로 45 107동 102호 (만년동, 초원아파트)",042-482-9147,,,,4,N,,2019-02-22
"다원어린이집",대전광역시,서구,민간,74,11,대전광역시 서구 정림로66번길 39 (정림동),042-583-3349,,,,8,Y,,2019-02-22
"다정어린이집",대전광역시,서구,민간,28,7,"대전광역시 서구 관저북로 87 관리사무소 (관저동, 원앙마을1단지아파트)",042-545-1888,,,,4,Y,,2019-02-22
"다하어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 월평동로 83 111동 106호 (월평동, 다모아아파트)",042-486-7982,,,,4,N,,2019-02-22
"다희어린이집",대전광역시,서구,가정,11,5,"대전광역시 서구 관저북로 14 412동 102호 (관저동, 원앙마을4단지아파트)",042-544-9940,,,,3,N,,2019-02-22
"달이어린이집",대전광역시,서구,민간,119,12,대전광역시 서구 가장로 132 (가장동),042-526-6993,,,,22,Y,,2019-02-22
"대교대전어린이집",대전광역시,서구,직장,65,13,대전광역시 서구 대덕대로 239 대교 눈높이센터 (둔산동),042-479-4600,,,,6,N,,2019-02-22
"대아어린이집",대전광역시,서구,가정,16,3,"대전광역시 서구 배재로 185 101동 103호 (도마동, 대아아파트)",042-364-3561,,,,4,Y,,2019-02-22
"대전검찰어린이집",대전광역시,서구,직장,50,0,대전광역시 서구 둔산중로78번길 15,042-471-0770,,,,,N,,2019-02-22
"대전경찰청어린이집",대전광역시,서구,직장,80,22,대전광역시 서구 둔산중로 77 (둔산동),042-488-0012,,,,21,N,,2019-02-22
"대전광역시립어린이집",대전광역시,서구,국공립,90,30,대전광역시 서구 신갈마로195번길 51 (갈마동),042-521-0835,,,,24,N,,2019-02-22
"대전광역시청어린이집",대전광역시,서구,직장,62,15,대전광역시 서구 둔산로 100 (둔산동),042-270-2358,,,,8,N,,2019-02-22
"대전법원어린이집",대전광역시,서구,직장,99,16,대전광역시 서구 문정로90번길 81 (탄방동),042-477-3339,,,,17,N,,2019-02-22
"대전숲어린이집",대전광역시,서구,민간,138,19,대전광역시 서구 계백로776번길 115 (관저동),042-546-3100,,,,14,Y,,2019-02-22
"대전아이사랑어린이집",대전광역시,서구,민간,93,17,대전광역시 서구 도솔로 214 (변동),042-526-6388,,,,13,Y,,2019-02-22
"대전원광어린이집",대전광역시,서구,법인·단체,49,8,대전광역시 서구 원도안로224번길 47-27 (가수원동),042-542-1022,,,,5,Y,,2019-02-22
"대전청사다솜어린이집",대전광역시,서구,직장,200,43,대전광역시 서구 청사로 189 정부대전청사,042-719-8082,,,,32,Y,,2019-02-22
"대전청사새롬어린이집",대전광역시,서구,직장,200,47,대전광역시 서구 청사로 189 정부대전청사 (둔산동),042-481-6422,,,,19,Y,,2019-02-22
"대전청사아람어린이집",대전광역시,서구,직장,402,62,대전광역시 서구 청사로 189 정부대전청사 (둔산동),042-472-4200,,,,30,Y,,2019-02-22
"대한어린이집",대전광역시,서구,민간,79,11,"대전광역시 서구 월평북로 11 , 관리소 2층(월평동, 주공2단지아파트)",042-484-8888,,,,6,Y,,2019-02-22
"델타샌드어린이집",대전광역시,서구,민간,44,8,"대전광역시 서구 갈마로 262 관리동1층 (내동, 맑은아침아파트)",042-527-0105,,,,4,N,,2019-02-22
"도담도담어린이집",대전광역시,서구,가정,20,9,"대전광역시 서구 가장로 106 108동 103호 (가장동, 삼성래미안아파트)",042-522-5305,,,,4,N,,2019-02-22
"도담어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저로 83 212동 101호 (관저동, 신선마을아파트)",042-362-1413,,,,4,Y,,2019-02-22
"도안새싹어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안북로 136 102동 104호 (도안동, 한라비발디아파트)",042-823-0270,,,,4,N,,2019-02-22
"도안성모어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안동로 177 109동 103호 (도안동, 수목토아파트)",042-345-5581,,,,4,N,,2019-02-22
"도안아이파크어린이집",대전광역시,서구,민간,59,10,"대전광역시 서구 도안동로 183 (도안동, 도안아이파크)",042-543-1223,,,,9,N,,2019-02-22
"도안어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 도안동로 123 1701동 101호 (도안동, 도안리슈빌아파트)",042-301-1700,,,,4,N,,2019-02-22
"도안예미지어린이집",대전광역시,서구,민간,44,9,"대전광역시 서구 도안북로 125 (도안동, 예미지아파트)",042-825-5666,,,,6,N,,2019-02-22
"도안하바어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 도안북로 136 105동 101호 (도안동, 한라비발디아파트)",042-524-7555,,,,4,N,,2019-02-22
"동그라미어린이집",대전광역시,서구,민간,45,6,대전광역시 서구 배재로172번길 41 (도마동),042-527-1450,,,,5,Y,,2019-02-22
"동화나라어린이집",대전광역시,서구,가정,15,5,"대전광역시 서구 관저북로 80 209동 103호 (관저동, 원앙마을2단지아파트)",042-369-1002,,,,4,N,,2019-02-22
"동화숲어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 청사로 65 110동 103호 (월평동, 황실타운아파트)",042-488-6088,,,,4,N,,2019-02-22
"둔산가람어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 둔산북로 215 15동 101호 (둔산동, 가람아파트)",070-7557-4288,,,,5,N,,2019-02-22
"둔산새싹나라어린이집",대전광역시,서구,민간,81,12,"대전광역시 서구 둔산로 201 유치원동 (둔산동, 국화아파트)",042-485-0396,,,,9,Y,,2019-02-22
"둔산어린이집",대전광역시,서구,국공립,42,8,"대전광역시 서구 둔산로 241 (둔산동, 보라아파트)",042-482-8137,,,,4,N,,2019-02-22
"둔산큰별어린이집",대전광역시,서구,민간,207,26,대전광역시 서구 도솔로 454 (탄방동),042-485-8910,,,,32,Y,,2019-02-22
"둥근별어린이집",대전광역시,서구,가정,19,6,"대전광역시 서구 신갈마로 102 302동 102호 (갈마동, 갈마아파트)",042-535-4527,,,,4,N,,2019-02-22
"둥지어린이집",대전광역시,서구,가정,19,5,"대전광역시 서구 청사로 254 112동 101호 (둔산동, 둥지아파트)",042-382-3370,,,,4,N,,2019-02-22
"드림아이어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 원도안로 100 108동 102호(도안동, 도안베르디움)",042-385-1001,,,,5,N,,2019-02-22
"드림키즈어린이집",대전광역시,서구,민간,42,10,"대전광역시 서구 도안북로 136 (도안동, 한라비발디아파트)",042-541-9898,,,,4,N,,2019-02-22
"등불어린이집",대전광역시,서구,법인·단체,99,17,대전광역시 서구 탄방로 35 (탄방동),042-485-1482,,,,20,Y,,2019-02-22
"딩동댕어린이집",대전광역시,서구,가정,15,3,"대전광역시 서구 둔산남로 30 103동 106호 (둔산동, 녹원아파트)",042-485-8623,,,,4,N,,2019-02-22
"따뜻한하루어린이집",대전광역시,서구,가정,17,5,"대전광역시 서구 관저동로 12 105동 101호 (관저동, 효성해링턴)",042-535-0202,,,,4,N,,2019-02-22
"또래또래어린이집",대전광역시,서구,민간,46,8,대전광역시 서구 도마로19번길 52 (도마동),042-584-9001,,,,7,Y,,2019-02-22
"또래모아어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 갈마로 262 122동 106호 (내동, 맑은아침아파트)",042-535-0287,,,,4,N,,2019-02-22
"또래어린이집",대전광역시,서구,가정,20,0,대전광역시 서구 정림동로20번길 1 (정림동),042-584-7963,,,,4,N,,2019-02-22
"라온어린이집",대전광역시,서구,민간,49,10,대전광역시 서구 배재로 107-9 (도마동),042-522-8123,,,,12,Y,,2019-02-22
"리슈빌어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 도안동로 123 1708동 104호 (도안동, 도안리슈빌아파트)",042-543-6001,,,,4,N,,2019-02-22
"리조이스어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 관저로 83 203동 103호 (관저동, 신선마을아파트)",042-361-6035,,,,4,Y,,2019-02-22
"리틀꿈사랑어린이집",대전광역시,서구,가정,19,2,"대전광역시 서구 월평중로 50 101동 105호 (월평동, 전원아파트)",042-487-8901,,,,4,N,,2019-02-22
"리틀아이사랑어린이집",대전광역시,서구,가정,19,4,"대전광역시 서구 배재로 185 106동 102호 (도마동, 대아아파트)",042-525-6388,,,,4,Y,,2019-02-22
"리틀엔젤어린이집",대전광역시,서구,민간,28,6,대전광역시 서구 계룡로 536 (괴정동),042-526-6777,,,,4,Y,,2019-02-22
"리틀은아어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 가수원로 72 102동 106호 (가수원동, 은아아파트1단지)",042-541-3399,,,,4,Y,,2019-02-22
"리틀포비어린이집",대전광역시,서구,가정,20,5,대전광역시 서구 동서대로1080번길 59 (변동),042-534-4335,,,,4,Y,,2019-02-22
"마루미어린이집",대전광역시,서구,민간,28,5,"대전광역시 서구 복수중로 30 관리사무소내 (복수동, 오량마을마루미아파트)",042-583-8603,,,,3,N,,2019-02-22
"마루어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 복수동로51번길 43 304동 104호 (복수동, 초록마을3단지아파트)",042-584-7942,,,,5,N,,2019-02-22
"마음어린이집",대전광역시,서구,가정,15,4,"대전광역시 서구 관저북로 80 204동 104호 (관저동, 원앙마을2단지아파트)",042-322-9998,,,,4,Y,,2019-02-22
"만년어린이집",대전광역시,서구,민간,67,9,대전광역시 서구 만년남로11번길 50 1층 (만년동),042-486-6428,,,,6,Y,,2019-02-22
"맑고행복한어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 관저서로 19 106동 104호 (관저동, 관저더샵아파트)",042-362-6410,,,,5,Y,,2019-02-22
"맑은누리어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 문정로90번길 60 107동 103호 (탄방동, 한우리아파트)",042-485-7878,,,,4,Y,,2019-02-22
"맑은샘어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 청사로 254 109동 108호 (둔산동, 둥지아파트)",042-384-3850,,,,4,N,,2019-02-22
"맑은아침어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 갈마로 262 106동 101호 (내동, 맑은아침아파트)",042-524-7940,,,,4,Y,,2019-02-22
"명성어린이집",대전광역시,서구,민간,39,10,대전광역시 서구 도솔로296번길 48 (괴정동),042-525-5217,,,,13,Y,,2019-02-22
"모모어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 둔산로 223 6동 101호(둔산동, 청솔아파트)",042-362-1882,,,,5,N,,2019-02-22
"목련어린이집",대전광역시,서구,국공립,69,10,대전광역시 서구 신갈마로 58-22 (내동),042-523-2506,,,,8,N,,2019-02-22
"목화사랑어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 복수서로 50 105동 106호 (복수동, 삼익목화아파트)",042-368-2355,,,,4,Y,,2019-02-22
"무지개나라어린이집",대전광역시,서구,가정,20,8,대전광역시 서구 남선로59번길 32 (탄방동),042-489-9383,,,,5,Y,,2019-02-22
"미소별어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 정림서로 162-15 125동 101호 (정림동, 우성아파트)",042-586-5887,,,,5,N,,2019-02-22
"미소어린이집",대전광역시,서구,민간,33,6,"대전광역시 서구 유등로17번길 109 관리동 1층 (복수동, 초록마을5단지아파트)",042-585-5505,,,,4,Y,,2019-02-22
"미소짓는어린이집",대전광역시,서구,가정,15,5,"대전광역시 서구 관저서로 20 912동 104호 (관저동, 구봉마을9단지)",042-541-7808,,,,4,N,,2019-02-22
"미키미니어린이집",대전광역시,서구,가정,19,7,"대전광역시 서구 가수원로 72 104동 103호 (가수원동, 은아아파트1단지)",042-542-3575,,,,4,Y,,2019-02-22
"미피어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 문예로 16 12동 103호 (탄방동, 한가람아파트)",042-362-7333,,,,4,Y,,2019-02-22
"민들레와강아지똥어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 관저동로90번길 47 1111동 104호 (관저동, 느리울마을아파트11단지)",042-365-4700,,,,4,Y,,2019-02-22
"반지어린이집",대전광역시,서구,민간,34,10,대전광역시 서구 계룡로 379-25 (갈마동),042-487-3443,,,,10,Y,,2019-02-22
"밝은뜰어린이집",대전광역시,서구,가정,15,7,"대전광역시 서구 관저북로 14 401동 104호 (관저동, 원앙마을4단지아파트)",042-545-1469,,,,4,N,,2019-02-22
"배꼽손어린이집",대전광역시,서구,가정,15,4,"대전광역시 서구 관저로 48 701동 104호 (관저동, 구봉마을7단지)",042-541-5587,,,,4,Y,,2019-02-22
"배꼽어린이집",대전광역시,서구,가정,18,5,"대전광역시 서구 갈마로 262 102동 106호 (내동, 맑은아침아파트)",042-524-4502,,,,4,N,,2019-02-22
"배재대학교부속어린이집",대전광역시,서구,법인·단체,59,10,대전광역시 서구 배재로 155-40 (도마동),042-520-5778,,,,9,N,,2019-02-22
"백운어린이집",대전광역시,서구,민간,39,6,대전광역시 서구 도솔로357번길 27 (괴정동),042-532-3302,,,,5,Y,,2019-02-22
"베르디움어린이집",대전광역시,서구,민간,51,9,"대전광역시 서구 원도안로 100 (도안동, 도안베르디움)",042-542-4864,,,,6,N,,2019-02-22
"베베하우스어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 청사로 282 5동 101호 (둔산동, 수정타운아파트)",042-489-8221,,,,4,N,,2019-02-22
"베이비좋아어린이집",대전광역시,서구,가정,20,7,"대전광역시 서구 관저로 184 1204동 101호 (관저동, 느리울마을아파트12단지)",042-545-7943,,,,4,Y,,2019-02-22
"베이비캐슬어린이집",대전광역시,서구,가정,20,8,"대전광역시 서구 갈마로 262 122동 105호 (내동, 맑은아침아파트)",042-364-0765,,,,4,N,,2019-02-22
"별그림어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 둔산남로 30 105동 108호 (둔산동, 녹원아파트)",042-389-0123,,,,4,N,,2019-02-22
"별나라어린이집",대전광역시,서구,민간,114,13,대전광역시 서구 계룡로354번길 20 (갈마동),042-531-5497,,,,11,Y,,2019-02-22
"별누리어린이집",대전광역시,서구,가정,20,6,"대전광역시 서구 둔산남로 127 203동 101호 (둔산동,목련아파트)",042-472-5505,,,,8,N,,2019-02-22
"별님달님어린이집",대전광역시,서구,가정,19,7,"대전광역시 서구 정림서로 114 103동 106호 (정림동, 삼정아파트)",042-582-0153,,,,4,Y,,2019-02-22
"별사랑어린이집",대전광역시,서구,가정,15,5,"대전광역시 서구 관저북로 80 206동 103호 (관저동, 원앙마을2단지아파트)",042-542-7966,,,,4,N,,2019-02-22
"별초롱어린이집",대전광역시,서구,가정,20,5,"대전광역시 서구 만년로 25 104동 102호 (만년동, 강변아파트)",042-487-4515,,,,4,N,,2019-02-22
"보라어린이집",대전광역시,서구,국공립,20,12,대전광역시 서구 계백로1286번길 86 (정림동),042-584-4459,,,,8,Y,,2019-02-22
