"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"바다의별 어린이집",대전광역시,중구,민간,120,26,대전광역시 중구 유등천동로 184-35,042-586-1341,,,,,Y,,2019-05-23
"밤비니어린이집",대전광역시,중구,가정,20,7,"대전광역시 중구 태평로 35 210동 101호(태평동, 버드내마을아파트)",070-4107-7947,,,,,N,,2019-05-23
"백조어린이집",대전광역시,중구,가정,19,4,"대전광역시 중구 수침로 138 111동 101호(태평동, 유등마을아파트)",042-536-4802,,,,,N,,2019-05-23
"버드내마을 어린이집",대전광역시,중구,민간,39,7,"대전광역시 중구 태평로 15 관리동 2층(태평동, 버드내마을아파트)",042-538-1212,,,,,N,,2019-05-23
"버드내사임당어린이집",대전광역시,중구,가정,20,7,"대전광역시 중구 태평로 15 125동 101호(태평동, 버드내마을1단지아파트)",042-535-7429,,,,,Y,,2019-05-23
"버드내어린이집",대전광역시,중구,가정,20,7,"대전광역시 중구 태평로 35 213동 101호(태평동, 버드내마을아파트)",042-526-2208,,,,,N,,2019-05-23
"베베콩어린이집",대전광역시,중구,가정,20,4,"대전광역시 중구 유등천동로 428 306동 103호(태평동,동양파라곤아파트)",042-345-0486,,,,,N,,2019-05-23
"별초롱어린이집",대전광역시,중구,가정,19,4,"대전광역시 중구 목중로26번길 29 113동 103호(중촌동, 현대아파트)",042-257-4515,,,,,Y,,2019-05-23
"별하어린이집",대전광역시,중구,민간,39,5,대전광역시 중구 대둔산로386번길 51 별하어린이집 (산성동),042-586-1332,,,,,Y,,2019-05-23
"보라어린이집",대전광역시,중구,민간,34,10,"대전광역시 중구 평촌로 111 ,태평A관리사무소1층 (태평동)",042-537-7010,,,,,Y,,2019-05-23
"보리어린이집",대전광역시,중구,가정,20,6,대전광역시 중구 태평로 65 삼부아파트 33동13호,042-522-4455,,,,,N,,2019-05-23
"보물섬어린이집",대전광역시,중구,민간,60,7,대전광역시 중구 목중로35번길 8 (목동),042-256-2943,,,,,Y,,2019-05-23
"보배어린이집",대전광역시,중구,민간,49,11,대전광역시 중구 천근로46번길 34,042-582-6928,,,,,Y,,2019-05-23
"봄샘어린이집",대전광역시,중구,민간,29,4,대전광역시 중구 목동로22번길 16 더샵아파트 관리동 (목동),042-221-5533,,,,,Y,,2019-05-23
"부사어린이집",대전광역시,중구,국공립,65,12,대전광역시 중구 부용로41번길 37 (부사동),042-256-0584,,,,,Y,,2019-05-23
"분홍킹콩어린이집",대전광역시,중구,가정,20,6,대전광역시 중구 평촌로 93 쌍용예가아파트 109동 103호,042-257-7993,,,,,N,,2019-05-23
"비타민어린이집",대전광역시,중구,민간,80,13,대전광역시 중구 계백로1584번길 101 (유천동),042-581-7934,,,,,Y,,2019-05-23
"뽀로로어린이집",대전광역시,중구,가정,20,3,"대전광역시 중구 평촌로 93 106동 101호(태평동, 쌍용예가아파트)",042-526-7002,,,,,N,,2019-05-23
"사랑가득어린이집",대전광역시,중구,가정,19,6,"대전광역시 중구 대종로 713 1동 106호(중촌동, 금호아파트)",042-335-0208,,,,,N,,2019-05-23
"사랑나무어린이집",대전광역시,중구,가정,20,6,"대전광역시 중구 서문로 32 102동 102호(문화동, 한밭우성아파트)",042-224-5100,,,,,Y,,2019-05-23
"사랑뜰어린이집",대전광역시,중구,민간,49,9,대전광역시 중구 천근로69번길 60 (문화동),042-584-5877,,,,,Y,,2019-05-23
"사랑피피쿠스어린이집",대전광역시,중구,민간,113,10,대전광역시 중구 계백로1603번길 22 (유천동),042-525-5733,,,,,Y,,2019-05-23
"삼부어린이집",대전광역시,중구,가정,20,7,"대전광역시 중구 태평로 65 34동 12호(태평동, 삼부아파트3단지)",042-535-0650,,,,,Y,,2019-05-23
"삼성푸른어린이집",대전광역시,중구,가정,19,6,"대전광역시 중구 계룡로 852 1동 106호(오류동, 삼성아파트)",042-528-0231,,,,,N,,2019-05-23
"상아어린이집",대전광역시,중구,가정,20,7,"대전광역시 중구 안영로 68 101동 101호(사정동, 우남스타원아파트)",042-335-3321,,,,,N,,2019-05-23
"새봄어린이집",대전광역시,중구,가정,20,4,"대전광역시 중구 태평로 65 33동 16호(태평동, 삼부아파트)",042-523-1418,,,,,N,,2019-05-23
"새샛별어린이집",대전광역시,중구,민간,93,6,대전광역시 중구 테미로 3 (대흥동),042-255-0072,,,,,Y,,2019-05-23
"색동어린이집",대전광역시,중구,사회복지법인,128,17,대전광역시 중구 유등천동로198번길 13 (산성동),042-583-4747,,,,,Y,,2019-05-23
"샛별어린이집",대전광역시,중구,가정,19,6,"대전광역시 중구 동서대로 1388 108동 103호(목동, 금호한사랑아파트)",042-256-0009,,,,,N,,2019-05-23
"선영어린이집",대전광역시,중구,민간,82,13,대전광역시 중구 동서대로1321번길 71 (용두동),042-255-2274,,,,,Y,,2019-05-23
"성가정 어린이집",대전광역시,중구,가정,20,7,"대전광역시 중구 태평로 15 112동 102호(태평동, 버드내마을1단지아파트)",042-535-0246,,,,,N,,2019-05-23
"성락어린이집",대전광역시,중구,사회복지법인,84,15,대전광역시 중구 선화로43번길 13 (용두동),042-256-2694,,,,,Y,,2019-05-23
"성모어린이집",대전광역시,중구,민간,32,6,대전광역시 중구 보문산로171번길 40-13,042-584-7959,,,,,Y,,2019-05-23
"성문어린이집",대전광역시,중구,민간,67,12,대전광역시 중구 송리로20번길 13 (문화동),042-585-7154,,,,,Y,,2019-05-23
"성원놀이방어린이집",대전광역시,중구,가정,20,7,"대전광역시 중구 계룡로 852 4동 101호(오류동, 삼성아파트)",042-523-3380,,,,,N,,2019-05-23
"센트럴자이어린이집",대전광역시,중구,가정,20,5,"대전광역시 중구 충무로107번길 100 111동 105호 (대흥동, 센트럴자이)",042-352-3532,,,,,N,,2019-05-23
"센트럴키즈어린이집",대전광역시,중구,민간,35,6,대전광역시 중구 서문로 96 (문화동),042-252-7220,,,,,Y,,2019-05-23
"센트럴파크어린이집",대전광역시,중구,가정,20,6,"대전광역시 중구 서문로 96 207동 103호(문화동, 센트럴파크2단지아파트)",042-222-1928,,,,,N,,2019-05-23
"소망어린이집",대전광역시,중구,협동,63,9,대전광역시 중구 계백로1571번길 38-18,042-527-2208,,,,,Y,,2019-05-23
"신나라어린이집",대전광역시,중구,민간,39,7,대전광역시 중구 동서대로1304번길 60 (오류동),042-533-3149,,,,,Y,,2019-05-23
"아기별 어린이집",대전광역시,중구,민간,29,6,대전광역시 중구 대종로692번길 25 1층 (중촌동),042-223-7240,,,,,Y,,2019-05-23
"아기천사어린이집",대전광역시,중구,가정,20,5,"대전광역시 중구 서문로 95 103동 102호(문화동, 센트럴파크1단지아파트)",042-226-0377,,,,,Y,,2019-05-23
"아림어린이집",대전광역시,중구,가정,19,6,"대전광역시 중구 보문산로 31 103동 108호(산성동, 한밭가든아파트)",042-345-6786,,,,,N,,2019-05-23
"아이꿈어린이집",대전광역시,중구,가정,20,7,대전광역시 중구 대흥로 176-15 현대아파트 6동 103호,042-255-4560,,,,,Y,,2019-05-23
"아이꿈터어린이집",대전광역시,중구,가정,20,5,"대전광역시 중구 당디로 45 106동 101호(산성동, 우성아파트)",042-581-9822,,,,,Y,,2019-05-23
"아이또래어린이집",대전광역시,중구,민간,36,11,대전광역시 중구 대전천서로 117 (호동),042-272-2492,,,,,Y,,2019-05-23
"아이린어린이집",대전광역시,중구,민간,35,7,대전광역시 중구 안영로 68 우남스타원아파트 관리동1층 (사정동),042-585-7781,,,,,Y,,2019-05-23
"아이세상어린이집",대전광역시,중구,가정,20,5,"대전광역시 중구 태평로 15 116동 101호(태평동, 버드내마을1단지아파트)",042-536-0936,,,,,N,,2019-05-23
"아이캔어린이집",대전광역시,중구,가정,20,6,대전광역시 중구 보문산로35번길 36-2,042-586-7146,,,,,Y,,2019-05-23
"아이행복어린이집",대전광역시,중구,민간,77,7,"대전광역시 중구 대전천서로 529 1층(선화동,참좋은아파트2)",042-331-4243,,,,,N,,2019-05-23
"애플키즈어린이집",대전광역시,중구,민간,80,12,대전광역시 중구 동서대로1403번길 96 (목동),042-223-5659,,,,,Y,,2019-05-23
"애플트리어린이집",대전광역시,중구,가정,17,3,"대전광역시 중구 태평로 80 3동 18호(태평동, 삼부아파트1단지)",042-285-0907,,,,,N,,2019-05-23
"어깨동무어린이집",대전광역시,중구,민간,30,17,대전광역시 중구 계백로1660번길 56-1,042-584-4732,,,,,Y,,2019-05-23
"엔젤키즈어린이집",대전광역시,중구,민간,40,8,대전광역시 중구 문창로54번길 13-7 (문창동),042-285-1255,,,,,Y,,2019-05-23
"예가킨더가든어린이집",대전광역시,중구,민간,31,3,대전광역시 중구 평촌로 93 쌍용예가아파트 관리동 예가랑어린이집,042-524-0079,,,,,Y,,2019-05-23
"예뜰어린이집",대전광역시,중구,민간,37,8,대전광역시 중구 중앙로 45 센트럴뷰아파트 관리동,042-226-9457,,,,,Y,,2019-05-23
"예쁜어린이집",대전광역시,중구,민간,49,11,대전광역시 중구 계백로1646번길 97 (유천동),042-535-5630,,,,,Y,,2019-05-23
"예손어린이집",대전광역시,중구,민간,49,8,대전광역시 중구 대종로190번안길 30 (석교동),042-272-5315,,,,,Y,,2019-05-23
"예원어린이집",대전광역시,중구,가정,20,6,"대전광역시 중구 평촌로 93 101동 102호(태평동, 쌍용예가)",042-252-1114,,,,,N,,2019-05-23
"예인어린이집",대전광역시,중구,민간,25,1,대전광역시 중구 계백로 1622-1,042-583-0503,,,,,Y,,2019-05-23
"오렌지 어린이집",대전광역시,중구,가정,18,3,"대전광역시 중구 계백로1615번길 34 107동 101호(유천동, 현대아파트)",042-253-3412,,,,,N,,2019-05-23
"오류어린이집",대전광역시,중구,법인·단체,49,12,대전광역시 중구 오류로 98 (오류동),042-712-1381,,,,,N,,2019-05-23
"오즈어린이집",대전광역시,중구,가정,20,7,대전광역시 중구 보문산로41번길 22 아가페아파트 101 (산성동),070-4196-7696,,,,,Y,,2019-05-23
"오현어린이집",대전광역시,중구,민간,49,4,대전광역시 중구 당디로6번길 69 오현어린이집 (문화동),042-583-2114,,,,,N,,2019-05-23
"온새미어린이집",대전광역시,중구,민간,39,10,대전광역시 중구 계룡로918번길 30-9,042-242-0099,,,,,Y,,2019-05-23
"올리브트리어린이집",대전광역시,중구,민간,91,7,대전광역시 중구 계백로1618번길 85 올리브트리어린이집,042-583-6519,,,,,Y,,2019-05-23
"올리브힐 어린이집",대전광역시,중구,민간,52,7,대전광역시 중구 목동로 70 올리브힐 아파트 단지내 관리동,042-242-5522,,,,,N,,2019-05-23
"용두어린이집",대전광역시,중구,국공립,45,13,대전광역시 중구 계룡로755번길 23 (용두동),042-253-4809,,,,,Y,,2019-05-23
"우리꼬마숲  어린이집",대전광역시,중구,가정,18,3,"대전광역시 중구 평촌로 111 101동 102호(태평동, 태평아파트)",042-522-0608,,,,,N,,2019-05-23
"우리누리어린이집",대전광역시,중구,직장,27,7,대전광역시 중구 보문로 331 대전세무서 별관1층 우리누리어린이집,042-242-5262,,,,,N,,2019-05-23
"우리들어린이집",대전광역시,중구,가정,20,4,"대전광역시 중구 당디로 45 109동 101호(산성동, 우성아파트)",042-581-7795,,,,,Y,,2019-05-23
"위니키즈어린이집",대전광역시,중구,가정,20,6,"대전광역시 중구 유등천동로 428 302동 103호(태평동, 동양파라곤아파트)",042-526-3750,,,,,N,,2019-05-23
"위키어린이집",대전광역시,중구,국공립,80,16,대전광역시 중구 태평로26번길 72 (유천동),042-538-0778,,,,,Y,,2019-05-23
"유천딩동댕어린이집",대전광역시,중구,민간,45,10,대전광역시 중구 유천로86번길 22-2 (유천동),042-533-0992,,,,,Y,,2019-05-23
"은혜어린이집",대전광역시,중구,가정,20,5,"대전광역시 중구 태평로 55 410동 12호(태평동, 삼부아파트4단지)",042-533-3456,,,,,Y,,2019-05-23
"자연어린이집",대전광역시,중구,민간,70,11,대전광역시 중구 수침로 72-36,042-537-0087,,,,,Y,,2019-05-23
"자이어린이집",대전광역시,중구,가정,20,6,"대전광역시 중구 충무로107번길 100 105동 102호 (대흥동, 센트럴자이)",042-349-0071,,,,,N,,2019-05-23
"자이킨더어린이집",대전광역시,중구,민간,40,9,대전광역시 중구 충무로107번길 100,042-223-7708,,,,,N,,2019-05-23
"작은나무어린이집",대전광역시,중구,가정,20,5,"대전광역시 중구 평촌로 111 106동 105호(태평동, 태평아파트)",042-525-3693,,,,,Y,,2019-05-23
"제일어린이집",대전광역시,중구,민간,56,10,대전광역시 중구 오류로74번길 8 (오류동),042-532-0065,,,,,Y,,2019-05-23
"주공어린이집",대전광역시,중구,민간,39,8,대전광역시 중구 산성로 108-20 주공아파트2단지 관리동,042-585-3706,,,,,N,,2019-05-23
"중촌사회복지관어린이집",대전광역시,중구,국공립,33,6,대전광역시 중구 대전천서로 695 (중촌동),042-221-2577,,,,,Y,,2019-05-23
"지니어스어린이집",대전광역시,중구,가정,20,5,"대전광역시 중구 목동로22번길 16 108동 103호(목동, 더아파트)",042-257-3069,,,,,N,,2019-05-23
"지니키즈어린이집",대전광역시,중구,민간,49,11,대전광역시 중구 계백로1618번길 65 (유천동),042-583-0009,,,,,Y,,2019-05-23
"참좋은어린이집",대전광역시,중구,민간,21,8,대전광역시 중구 대종로 544 참좋은아파트 내 (선화동),042-255-7942,,,,,N,,2019-05-23
"천사나라어린이집",대전광역시,중구,민간,49,8,대전광역시 중구 유천로102번길 35 (유천동),042-535-4004,,,,,Y,,2019-05-23
"천사친구어린이집",대전광역시,중구,가정,20,7,대전광역시 중구 유천로 93 (유천동),042-522-1333,,,,,Y,,2019-05-23
"충남대학교병원 아이행복지기어린이집",대전광역시,중구,직장,70,20,대전광역시 중구 보문산로 396,042-332-1100,,,,,N,,2019-05-23
"캔키즈어린이집",대전광역시,중구,민간,113,18,대전광역시 중구 목중로20번길 12 (중촌동),042-256-7445,,,,,Y,,2019-05-23
"코코아어린이집",대전광역시,중구,가정,20,5,대전광역시 중구 유등천동로 428 파라곤아파트 303동 101호,042-523-5896,,,,,N,,2019-05-23
"큰사랑 어린이집",대전광역시,중구,민간,36,8,대전광역시 중구 보문로 128 (부사동),042-255-9432,,,,,Y,,2019-05-23
"키움어린이집",대전광역시,중구,가정,20,5,"대전광역시 중구 계백로1615번길 34 104동 101호(유천동, 현대아파트)",042-532-7142,,,,,N,,2019-05-23
"키즈랜드어린이집",대전광역시,중구,가정,20,2,"대전광역시 중구 태평로 15 129동 104호(태평동, 버드내마을1단지아파트)",042-331-0303,,,,,N,,2019-05-23
"키즈엘어린이집",대전광역시,중구,가정,20,5,대전광역시 중구 계백로1615번길 34 현대아파트 103동 102호,042-581-5310,,,,,N,,2019-05-23
"킹베베어린이집",대전광역시,중구,민간,34,7,대전광역시 중구 유천로86번길 28-2,042-581-0092,,,,,Y,,2019-05-23
"태양어린이집",대전광역시,중구,가정,17,2,대전광역시 중구 문화로78번안길 65 (문화동),042-581-7941,,,,,Y,,2019-05-23
"태평양 어린이집",대전광역시,중구,민간,111,17,대전광역시 중구 동서대로1186번길 7 (태평동),042-538-5388,,,,,Y,,2019-05-23
"태평어린이집",대전광역시,중구,가정,18,6,"대전광역시 중구 평촌로 111 104동 104호(태평동, 태평아파트)",042-525-9488,,,,,N,,2019-05-23
"토리어린이집",대전광역시,중구,가정,20,6,대전광역시 중구 태평로 65 삼부아파트 35동 15호,042-526-6566,,,,,N,,2019-05-23
"통큰어린이집",대전광역시,중구,민간,100,14,대전광역시 중구 산성로 11-1,042-583-7455,,,,,Y,,2019-05-23
"파랑새어린이집",대전광역시,중구,민간,70,9,대전광역시 중구 계백로1584번길 35 (유천동),042-584-9656,,,,,Y,,2019-05-23
"푸른꿈어린이집",대전광역시,중구,가정,20,8,대전광역시 중구 보문산로161번길 56 문화동 삼성푸른아파트 104-101,042-582-6954,,,,,Y,,2019-05-23
"푸른뫼어린이집",대전광역시,중구,가정,20,6,"대전광역시 중구 수침로 122 108동 101호(태평동, 푸른뫼아파트)",042-536-6788,,,,,Y,,2019-05-23
"푸른솔어린이집",대전광역시,중구,가정,19,6,대전광역시 중구 중앙로 45 센트럴뷰아파트 104-102,042-221-7942,,,,,N,,2019-05-23
"프라하어린이집",대전광역시,중구,민간,34,8,대전광역시 중구 계백로1716번길 87 센트럴아파트3단지내 (문화동),042-242-7330,,,,,Y,,2019-05-23
"하나둘셋어린이집",대전광역시,중구,민간,68,9,대전광역시 중구 문창로 37-21,042-242-1230,,,,,Y,,2019-05-23
"하나어린이집",대전광역시,중구,민간,39,5,대전광역시 중구 보문로205번길 44 (대흥동),042-252-1009,,,,,Y,,2019-05-23
"하늘가득어린이집",대전광역시,중구,가정,19,5,"대전광역시 중구 목중로 69 302동 101호(중촌동, 주공아파트3단지)",042-385-0220,,,,,N,,2019-05-23
"하늘빛어린이집",대전광역시,중구,가정,20,5,"대전광역시 중구 동서대로 1388 106동 102호(목동, 금호한사랑아파트)",042-223-7942,,,,,Y,,2019-05-23
"하늘숲어린이집",대전광역시,중구,민간,46,6,대전광역시 중구 보문로103번길 44 (부사동),042-253-0153,,,,,Y,,2019-05-23
"한가족어린이집",대전광역시,중구,직장,33,7,대전광역시 중구 중앙로 100 중구청내 어린이집 (대흥동),042-606-6973,,,,,N,,2019-05-23
"한사랑어린이집",대전광역시,중구,민간,28,7,대전광역시 중구 동서대로 1388 (목동),042-223-7939,,,,,Y,,2019-05-23
"해나라어린이집",대전광역시,중구,직장,30,10,대전광역시 중구 목중로35번길 11 (목동),042-220-8651,,,,,N,,2019-05-23
"해달별어린이집",대전광역시,중구,가정,20,8,대전광역시 중구 선화로22번길 25 미르마을아파트 112동 101호,042-222-0936,,,,,N,,2019-05-23
"해뜨는어린이집",대전광역시,중구,가정,19,5,"대전광역시 중구 선화로22번길 25 104동 104호(용두동, 미르마을아파트)",042-223-0088,,,,,N,,2019-05-23
"해뜰어린이집",대전광역시,중구,가정,20,7,"대전광역시 중구 태평로 35 209동 104호(태평동, 동양아파트)",042-523-6929,,,,,N,,2019-05-23
"해밀어린이집",대전광역시,중구,사회복지법인,59,13,대전광역시 중구 대둔산로420번길 83 (산성동),042-586-0020,,,,,Y,,2019-05-23
"해바라기어린이집",대전광역시,중구,민간,49,4,대전광역시 중구 목동로 37 해바라기어린이집,042-226-4242,,,,,Y,,2019-05-23
"해솔어린이집",대전광역시,중구,가정,20,6,대전광역시 중구 평촌로 93 쌍용예가아파트 106동 104호,042-522-9804,,,,,N,,2019-05-23
"해오름어린이집",대전광역시,중구,가정,20,5,"대전광역시 중구 평촌로 111 105동 102호(태평동, 태평아파트)",042-537-8868,,,,,N,,2019-05-23
"해피브레인어린이집",대전광역시,중구,가정,20,6,"대전광역시 중구 태평로 77 21동 14호(태평동, 삼부아파트2단지)",042-538-6566,,,,,N,,2019-05-23
"해피아이어린이집",대전광역시,중구,민간,91,9,대전광역시 중구 사득로 82 (석교동),042-285-6789,,,,,Y,,2019-05-23
"해피안 어린이집",대전광역시,중구,민간,50,1,대전광역시 중구 목동로76번길 56,042-255-7502,,,,,Y,,2019-05-23
"해피키즈어린이집",대전광역시,중구,가정,19,6,"대전광역시 중구 평촌로 111 103동 103호(태평동, 태평아파트)",042-522-7266,,,,,N,,2019-05-23
